severity	updateDate	comments	line	author	rule	project	effort	message	creationDate	type	tags	component	flows	scope	textRange	debt	key	hash	status
MINOR	2022-11-08T09:41:07+0000		5.0		python:S101	Minh	5min	"Rename class ""myUser"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$."	2022-11-08T09:41:07+0000	CODE_SMELL	"convention / "	Minh:DCLV/login/models.py		MAIN	{startLine=5.0, endLine=5.0, startOffset=6.0, endOffset=12.0}	5min	AYRWnadCxuRpS6X9fA7F	692962335c1508f38761e64a6b67de29	OPEN
MAJOR	2022-11-08T09:41:07+0000		16.0		python:S125	Minh	5min	Remove this commented out code.	2022-11-08T09:41:07+0000	CODE_SMELL	"unused / "	Minh:DCLV/login/models.py		MAIN	{startLine=16.0, endLine=16.0, startOffset=4.0, endOffset=56.0}	5min	AYRWnadCxuRpS6X9fA7G	620eadbcc68c7ade625583a919f25658	OPEN
CRITICAL	2022-11-08T09:41:07+0000		43.0		python:S1192	Minh	6min	Define a constant instead of duplicating this literal 'login/register.html' 3 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/login/views.py	"{locations=[{component=Minh:DCLV/login/views.py, textRange={startLine=52.0, endLine=52.0, startOffset=39.0, endOffset=60.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/login/views.py, textRange={startLine=55.0, endLine=55.0, startOffset=39.0, endOffset=60.0}, msg=Duplication}]} / "	MAIN	{startLine=43.0, endLine=43.0, startOffset=31.0, endOffset=52.0}	6min	AYRWnadQxuRpS6X9fA7I	7f2e2d5bb7a0734cdfaab481dcf40ce5	OPEN
MAJOR	2022-11-08T09:41:07+0000		144.0		css:S4666	Minh	1min	"Unexpected duplicate selector "".top-menu ul li"", first used at line 134"	2022-11-08T09:41:07+0000	CODE_SMELL		Minh:DCLV/static/css/administration/administration.css		MAIN	{startLine=144.0, endLine=144.0, startOffset=0.0, endOffset=17.0}	1min	AYRWnaZexuRpS6X9fA2D	412209d5e9a0048b4385a1a960569904	OPEN
MAJOR	2022-11-08T09:41:07+0000		190.0		css:S4656	Minh	1min	"Unexpected duplicate ""padding"""	2022-11-08T09:41:07+0000	BUG		Minh:DCLV/static/css/administration/administration.css		MAIN	{startLine=190.0, endLine=190.0, startOffset=0.0, endOffset=18.0}	1min	AYRWnaZexuRpS6X9fA2C	c5cb2562c75e6af5a7f5fcd362cc7e69	OPEN
MAJOR	2022-11-08T09:41:07+0000		30.0		css:S4666	Minh	1min	"Unexpected duplicate selector "".top-menu ul li"", first used at line 20"	2022-11-08T09:41:07+0000	CODE_SMELL		Minh:DCLV/static/css/fhir/doctor.css		MAIN	{startLine=30.0, endLine=30.0, startOffset=0.0, endOffset=17.0}	1min	AYRWnaZIxuRpS6X9fA19	412209d5e9a0048b4385a1a960569904	OPEN
MAJOR	2022-11-08T09:41:07+0000		70.0		css:S4656	Minh	1min	"Unexpected duplicate ""padding"""	2022-11-08T09:41:07+0000	BUG		Minh:DCLV/static/css/fhir/doctor.css		MAIN	{startLine=70.0, endLine=70.0, startOffset=0.0, endOffset=18.0}	1min	AYRWnaZIxuRpS6X9fA17	c5cb2562c75e6af5a7f5fcd362cc7e69	OPEN
MAJOR	2022-11-08T09:41:07+0000		80.0		css:S4649	Minh	1min	Unexpected missing generic font family	2022-11-08T09:41:07+0000	BUG		Minh:DCLV/static/css/fhir/doctor.css		MAIN	{startLine=80.0, endLine=80.0, startOffset=0.0, endOffset=23.0}	1min	AYRWnaZIxuRpS6X9fA18	1be0e588a65b2c34d0a5224d098cf496	OPEN
MAJOR	2022-11-08T09:41:07+0000		58.0		css:S4666	Minh	1min	"Unexpected duplicate selector "".top-menu ul li"", first used at line 48"	2022-11-08T09:41:07+0000	CODE_SMELL		Minh:DCLV/static/css/fhir/khambenh.css		MAIN	{startLine=58.0, endLine=58.0, startOffset=0.0, endOffset=17.0}	1min	AYRWnaZWxuRpS6X9fA2A	412209d5e9a0048b4385a1a960569904	OPEN
MAJOR	2022-11-08T09:41:07+0000		104.0		css:S4656	Minh	1min	"Unexpected duplicate ""padding"""	2022-11-08T09:41:07+0000	BUG		Minh:DCLV/static/css/fhir/khambenh.css		MAIN	{startLine=104.0, endLine=104.0, startOffset=0.0, endOffset=18.0}	1min	AYRWnaZWxuRpS6X9fA1-	c5cb2562c75e6af5a7f5fcd362cc7e69	OPEN
MAJOR	2022-11-08T09:41:07+0000		152.0		css:S4666	Minh	1min	"Unexpected duplicate selector "".top-menu ul li"", first used at line 48"	2022-11-08T09:41:07+0000	CODE_SMELL		Minh:DCLV/static/css/fhir/khambenh.css		MAIN	{startLine=152.0, endLine=152.0, startOffset=0.0, endOffset=17.0}	1min	AYRWnaZWxuRpS6X9fA2B	412209d5e9a0048b4385a1a960569904	OPEN
MAJOR	2022-11-08T09:41:07+0000		169.0		css:S4656	Minh	1min	"Unexpected duplicate ""display"""	2022-11-08T09:41:07+0000	BUG		Minh:DCLV/static/css/fhir/khambenh.css		MAIN	{startLine=169.0, endLine=169.0, startOffset=0.0, endOffset=18.0}	1min	AYRWnaZWxuRpS6X9fA1_	93b8ea5b2ff8c9b7fcf308af7e915bd1	OPEN
CRITICAL	2022-11-08T09:41:07+0000		56.0		css:S4657	Minh	5min	"Unexpected shorthand ""padding"" after ""padding-right"""	2022-11-08T09:41:07+0000	BUG		Minh:DCLV/static/css/fhir/schedule.css		MAIN	{startLine=56.0, endLine=56.0, startOffset=0.0, endOffset=17.0}	5min	AYRWnaYfxuRpS6X9fA16	f585b846b6ae9d01314495c4b3c6e35d	OPEN
MINOR	2022-11-08T09:41:07+0000		104.0		Web:ImgWithoutAltCheck	Minh	5min	"Add an ""alt"" attribute to this image."	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/administration/index.html		MAIN	{startLine=104.0, endLine=104.0, startOffset=24.0, endOffset=91.0}	5min	AYRWnaaJxuRpS6X9fA2T	bffd96a2483d6ccf0d89c4f8af91407e	OPEN
MINOR	2022-11-08T09:41:07+0000		105.0		Web:ImgWithoutAltCheck	Minh	5min	"Add an ""alt"" attribute to this image."	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/administration/index.html		MAIN	{startLine=105.0, endLine=105.0, startOffset=24.0, endOffset=91.0}	5min	AYRWnaaJxuRpS6X9fA2U	fd8a54c0c42f2ab9b42c4698ffe932ba	OPEN
MINOR	2022-11-08T09:41:07+0000		106.0		Web:ImgWithoutAltCheck	Minh	5min	"Add an ""alt"" attribute to this image."	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/administration/index.html		MAIN	{startLine=106.0, endLine=106.0, startOffset=24.0, endOffset=91.0}	5min	AYRWnaaJxuRpS6X9fA2V	ebf4e6ca06402b6406569714799db78f	OPEN
MINOR	2022-11-08T09:41:07+0000		119.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/administration/index.html		MAIN	{startLine=119.0, endLine=119.0, startOffset=31.0, endOffset=34.0}	2min	AYRWnaaJxuRpS6X9fA2W	9c6d99774e25f54b46f9e20056cf0607	OPEN
MINOR	2022-11-08T09:41:07+0000		10.0		Web:TableWithoutCaptionCheck	Minh	5min	Add a description to this table.	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/administration/staff.html		MAIN	{startLine=10.0, endLine=10.0, startOffset=0.0, endOffset=7.0}	5min	AYRWnaaPxuRpS6X9fA2X	fdcbb7ca6d7202e68ff5e231215d38a9	OPEN
MAJOR	2022-11-08T09:41:07+0000		12.0		Web:TableHeaderHasIdOrScopeCheck	Minh	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/administration/staff.html		MAIN	{startLine=12.0, endLine=12.0, startOffset=8.0, endOffset=12.0}	-	AYRWnaaPxuRpS6X9fA2Y	14cff92b41f700564bf59bb91fea49b3	OPEN
MAJOR	2022-11-08T09:41:07+0000		13.0		Web:TableHeaderHasIdOrScopeCheck	Minh	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/administration/staff.html		MAIN	{startLine=13.0, endLine=13.0, startOffset=8.0, endOffset=12.0}	-	AYRWnaaPxuRpS6X9fA2Z	80d4a9557a9b36d6353cae8bb47fa222	OPEN
MAJOR	2022-11-08T09:41:07+0000		15.0		Web:TableHeaderHasIdOrScopeCheck	Minh	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/administration/staff.html		MAIN	{startLine=15.0, endLine=15.0, startOffset=8.0, endOffset=12.0}	-	AYRWnaaPxuRpS6X9fA2a	be76b0c38f66f4c40abf69acbab2386d	OPEN
MINOR	2022-11-08T09:41:07+0000		53.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=53.0, endLine=53.0, startOffset=57.0, endOffset=60.0}	2min	AYRWnacvxuRpS6X9fA6k	30bf9356d57217565460aaca5697e073	OPEN
MINOR	2022-11-08T09:41:07+0000		56.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=56.0, endLine=56.0, startOffset=56.0, endOffset=59.0}	2min	AYRWnacvxuRpS6X9fA6l	9dd57185323293dd103868eba8496733	OPEN
MINOR	2022-11-08T09:41:07+0000		59.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=59.0, endLine=59.0, startOffset=56.0, endOffset=59.0}	2min	AYRWnacvxuRpS6X9fA6m	233f8c8cec8dc3af6c0ce009c2c0b564	OPEN
MINOR	2022-11-08T09:41:07+0000		62.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=62.0, endLine=62.0, startOffset=56.0, endOffset=59.0}	2min	AYRWnacvxuRpS6X9fA6n	b555b87c6452b90fce08cd405f44408e	OPEN
MINOR	2022-11-08T09:41:07+0000		65.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=65.0, endLine=65.0, startOffset=56.0, endOffset=59.0}	2min	AYRWnacvxuRpS6X9fA6o	4638a22dc9c9c2f52b663e670a1e9b4d	OPEN
MINOR	2022-11-08T09:41:07+0000		68.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=68.0, endLine=68.0, startOffset=56.0, endOffset=59.0}	2min	AYRWnacvxuRpS6X9fA6p	3fb84167d2a0101c9294493f5e63f391	OPEN
MINOR	2022-11-08T09:41:07+0000		71.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=71.0, endLine=71.0, startOffset=56.0, endOffset=59.0}	2min	AYRWnacvxuRpS6X9fA6q	3e83848bb5202b7d92d11855c0619890	OPEN
MINOR	2022-11-08T09:41:07+0000		78.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=78.0, endLine=78.0, startOffset=27.0, endOffset=30.0}	2min	AYRWnacvxuRpS6X9fA6r	4ef570ab9493e2d9adeafd09c7b1b28f	OPEN
MINOR	2022-11-08T09:41:07+0000		122.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=122.0, endLine=122.0, startOffset=31.0, endOffset=34.0}	2min	AYRWnacvxuRpS6X9fA6s	026daed175d3d0ef8aa246d9570acfa6	OPEN
MINOR	2022-11-08T09:41:07+0000		157.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=157.0, endLine=157.0, startOffset=49.0, endOffset=52.0}	2min	AYRWnacvxuRpS6X9fA6t	30bf9356d57217565460aaca5697e073	OPEN
MINOR	2022-11-08T09:41:07+0000		160.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=160.0, endLine=160.0, startOffset=48.0, endOffset=51.0}	2min	AYRWnacvxuRpS6X9fA6u	9dd57185323293dd103868eba8496733	OPEN
MINOR	2022-11-08T09:41:07+0000		163.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=163.0, endLine=163.0, startOffset=48.0, endOffset=51.0}	2min	AYRWnacvxuRpS6X9fA6v	233f8c8cec8dc3af6c0ce009c2c0b564	OPEN
MINOR	2022-11-08T09:41:07+0000		166.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=166.0, endLine=166.0, startOffset=48.0, endOffset=51.0}	2min	AYRWnacvxuRpS6X9fA6w	079067043b6608f25d435a927470e219	OPEN
MINOR	2022-11-08T09:41:07+0000		169.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=169.0, endLine=169.0, startOffset=48.0, endOffset=51.0}	2min	AYRWnacvxuRpS6X9fA6x	4638a22dc9c9c2f52b663e670a1e9b4d	OPEN
MINOR	2022-11-08T09:41:07+0000		172.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=172.0, endLine=172.0, startOffset=48.0, endOffset=51.0}	2min	AYRWnacvxuRpS6X9fA6y	3fb84167d2a0101c9294493f5e63f391	OPEN
MINOR	2022-11-08T09:41:07+0000		175.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=175.0, endLine=175.0, startOffset=48.0, endOffset=51.0}	2min	AYRWnacvxuRpS6X9fA6z	eb6356175ca6335dd79bd898ddd3261a	OPEN
MINOR	2022-11-08T09:41:07+0000		182.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=182.0, endLine=182.0, startOffset=41.0, endOffset=44.0}	2min	AYRWnacvxuRpS6X9fA60	f5e84676fc0050feeb6fb05ca3d53105	OPEN
MINOR	2022-11-08T09:41:07+0000		188.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=188.0, endLine=188.0, startOffset=44.0, endOffset=47.0}	2min	AYRWnacvxuRpS6X9fA61	30bf9356d57217565460aaca5697e073	OPEN
MINOR	2022-11-08T09:41:07+0000		191.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=191.0, endLine=191.0, startOffset=44.0, endOffset=47.0}	2min	AYRWnacvxuRpS6X9fA62	9dd57185323293dd103868eba8496733	OPEN
MINOR	2022-11-08T09:41:07+0000		194.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=194.0, endLine=194.0, startOffset=44.0, endOffset=47.0}	2min	AYRWnacwxuRpS6X9fA63	cd78e5d522386756000ed04c6e6acdfd	OPEN
MINOR	2022-11-08T09:41:07+0000		197.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=197.0, endLine=197.0, startOffset=44.0, endOffset=47.0}	2min	AYRWnacwxuRpS6X9fA64	00fe9be2662096fcf89f3a15c2430577	OPEN
MINOR	2022-11-08T09:41:07+0000		200.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=200.0, endLine=200.0, startOffset=44.0, endOffset=47.0}	2min	AYRWnacwxuRpS6X9fA65	6ca323ff0a31b0a114d47d2d304e520e	OPEN
MINOR	2022-11-08T09:41:07+0000		203.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=203.0, endLine=203.0, startOffset=44.0, endOffset=47.0}	2min	AYRWnacwxuRpS6X9fA66	689e5a144aea82cc3d8f7e4a3b8643d0	OPEN
MINOR	2022-11-08T09:41:07+0000		206.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=206.0, endLine=206.0, startOffset=44.0, endOffset=47.0}	2min	AYRWnacwxuRpS6X9fA67	eb6356175ca6335dd79bd898ddd3261a	OPEN
MINOR	2022-11-08T09:41:07+0000		213.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietthuthuat.html		MAIN	{startLine=213.0, endLine=213.0, startOffset=41.0, endOffset=44.0}	2min	AYRWnacwxuRpS6X9fA68	f5e84676fc0050feeb6fb05ca3d53105	OPEN
MINOR	2022-11-08T09:41:07+0000		7.0		Web:TableWithoutCaptionCheck	Minh	5min	Add a description to this table.	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/fhir/chitietxetnghiem.html		MAIN	{startLine=7.0, endLine=7.0, startOffset=8.0, endOffset=15.0}	5min	AYRWnaa1xuRpS6X9fA2-	fdcbb7ca6d7202e68ff5e231215d38a9	OPEN
MAJOR	2022-11-08T09:41:07+0000		9.0		Web:TableHeaderHasIdOrScopeCheck	Minh	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/fhir/chitietxetnghiem.html		MAIN	{startLine=9.0, endLine=9.0, startOffset=16.0, endOffset=40.0}	-	AYRWnaa1xuRpS6X9fA2_	23cd9c9c3fecc35fec32137bbdbe6aaf	OPEN
MAJOR	2022-11-08T09:41:07+0000		10.0		Web:TableHeaderHasIdOrScopeCheck	Minh	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/fhir/chitietxetnghiem.html		MAIN	{startLine=10.0, endLine=10.0, startOffset=16.0, endOffset=40.0}	-	AYRWnaa1xuRpS6X9fA3A	5b07fc81936cfe5829cd14fb22e964d5	OPEN
MAJOR	2022-11-08T09:41:07+0000		11.0		Web:TableHeaderHasIdOrScopeCheck	Minh	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/fhir/chitietxetnghiem.html		MAIN	{startLine=11.0, endLine=11.0, startOffset=16.0, endOffset=40.0}	-	AYRWnaa1xuRpS6X9fA3B	878644335904c716d1b8fddc2da8a2a1	OPEN
MAJOR	2022-11-08T09:41:07+0000		12.0		Web:TableHeaderHasIdOrScopeCheck	Minh	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/fhir/chitietxetnghiem.html		MAIN	{startLine=12.0, endLine=12.0, startOffset=16.0, endOffset=40.0}	-	AYRWnaa1xuRpS6X9fA3C	7324f006b4ee951c4d063f7b31feb1ea	OPEN
MAJOR	2022-11-08T09:41:07+0000		14.0		Web:TableHeaderHasIdOrScopeCheck	Minh	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/fhir/chitietxetnghiem.html		MAIN	{startLine=14.0, endLine=14.0, startOffset=16.0, endOffset=20.0}	-	AYRWnaa1xuRpS6X9fA3D	be76b0c38f66f4c40abf69acbab2386d	OPEN
MINOR	2022-11-08T09:41:07+0000		17.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietxetnghiem.html		MAIN	{startLine=17.0, endLine=17.0, startOffset=32.0, endOffset=35.0}	2min	AYRWnaa1xuRpS6X9fA3E	22f57826ef2054760c59cdcceb996d46	OPEN
MINOR	2022-11-08T09:41:07+0000		23.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/chitietxetnghiem.html		MAIN	{startLine=23.0, endLine=23.0, startOffset=32.0, endOffset=35.0}	2min	AYRWnaa1xuRpS6X9fA3F	7d3a9637377770bf461ec667fc5ecaa6	OPEN
MINOR	2022-11-08T09:41:07+0000		49.0		Web:ImgWithoutAltCheck	Minh	5min	"Add an ""alt"" attribute to this image."	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/fhir/doctor.html		MAIN	{startLine=49.0, endLine=49.0, startOffset=14.0, endOffset=81.0}	5min	AYRWnacDxuRpS6X9fA4f	bffd96a2483d6ccf0d89c4f8af91407e	OPEN
MINOR	2022-11-08T09:41:07+0000		50.0		Web:ImgWithoutAltCheck	Minh	5min	"Add an ""alt"" attribute to this image."	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/fhir/doctor.html		MAIN	{startLine=50.0, endLine=50.0, startOffset=14.0, endOffset=81.0}	5min	AYRWnacDxuRpS6X9fA4g	fd8a54c0c42f2ab9b42c4698ffe932ba	OPEN
MINOR	2022-11-08T09:41:07+0000		51.0		Web:ImgWithoutAltCheck	Minh	5min	"Add an ""alt"" attribute to this image."	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/fhir/doctor.html		MAIN	{startLine=51.0, endLine=51.0, startOffset=14.0, endOffset=81.0}	5min	AYRWnacDxuRpS6X9fA4h	ebf4e6ca06402b6406569714799db78f	OPEN
MINOR	2022-11-08T09:41:07+0000		63.0		Web:BoldAndItalicTagsCheck	Minh	2min	Replace this <b> tag by <strong>.	2022-11-08T09:41:07+0000	BUG	"accessibility / "	Minh:DCLV/templates/fhir/doctor.html		MAIN	{startLine=63.0, endLine=63.0, startOffset=15.0, endOffset=18.0}	2min	AYRWnacDxuRpS6X9fA4i	9c6d99774e25f54b46f9e20056cf0607	OPEN
MAJOR	2022-11-08T09:41:07+0000		7.0		Web:AvoidCommentedOutCodeCheck	Minh	5min	Remove this commented out code.	2022-11-08T09:41:07+0000	CODE_SMELL	"unused / "	Minh:DCLV/templates/fhir/doctor/display.html		MAIN	{startLine=7.0, endLine=7.0, startOffset=0.0, endOffset=91.0}	5min	AYRWnabNxuRpS6X9fA3P	dfd539906e81f78cdfec693c245e4866	OPEN
MINOR	2022-11-08T09:41:07+0000		177.0		Web:TableWithoutCaptionCheck	Minh	5min	Add a description to this table.	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/fhir/doctor/display.html		MAIN	{startLine=177.0, endLine=177.0, startOffset=8.0, endOffset=15.0}	5min	AYRWnabNxuRpS6X9fA3Q	fdcbb7ca6d7202e68ff5e231215d38a9	OPEN
MAJOR	2022-11-08T09:41:07+0000		179.0		Web:TableHeaderHasIdOrScopeCheck	Minh	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/fhir/doctor/display.html		MAIN	{startLine=179.0, endLine=179.0, startOffset=16.0, endOffset=20.0}	-	AYRWnabNxuRpS6X9fA3R	5215a70411d74a2cf18a6fa9dcc719ac	OPEN
MAJOR	2022-11-08T09:41:07+0000		180.0		Web:TableHeaderHasIdOrScopeCheck	Minh	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/fhir/doctor/display.html		MAIN	{startLine=180.0, endLine=180.0, startOffset=16.0, endOffset=20.0}	-	AYRWnabNxuRpS6X9fA3S	efd69b808645140dcbfbcadfa6b7d08e	OPEN
MAJOR	2022-11-08T09:41:07+0000		181.0		Web:TableHeaderHasIdOrScopeCheck	Minh	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/fhir/doctor/display.html		MAIN	{startLine=181.0, endLine=181.0, startOffset=16.0, endOffset=20.0}	-	AYRWnabNxuRpS6X9fA3T	61cfbed1d919b9e35291e1fb2ebc8633	OPEN
MAJOR	2022-11-08T09:41:07+0000		182.0		Web:TableHeaderHasIdOrScopeCheck	Minh	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2022-11-08T09:41:07+0000	BUG	"accessibility / wcag2-a / "	Minh:DCLV/templates/fhir/doctor/display.html		MAIN	{startLine=182.0, endLine=182.0, startOffset=16.0, endOffset=20.0}	-	AYRWnabNxuRpS6X9fA3U	7d891d15ca7dec558dfdfb5901cf02e7	OPEN
